Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
237481,FAO Field Officer,6.70132,-1.41055,Africa,Ghana,Ashanti,Boankra,Exact,06/06/2018,26/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",11000,11000,5431,5569,,,0,,
237473,OIE,37.86,95.348,Asia,China,Qinghai Sheng,Haixi Mongolian and Tibetan Autonomous Prefecture,Exact,12/06/2018,26/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1615,1050,1050,565,,,,,
237460,National authorities,-0.31857,100.51916,Asia,Indonesia,Sumatera Barat,TANJUNG ALAM,Exact,19/04/2018,25/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,19,,,,,,
237459,National authorities,-0.837453,101.403452,Asia,Indonesia,Sumatera Barat,KUNA PARIT RANTANG,Exact,09/04/2018,25/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,600,,,,,,
237458,National authorities,-6.528522,107.479837,Asia,Indonesia,Jawa Barat,CAMPAKA,Exact,30/04/2018,25/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,50,,,,,,
237457,National authorities,-6.348654,108.311147,Asia,Indonesia,Jawa Barat,BOJONGSARI,Exact,30/04/2018,25/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,50,,,,,,
237456,National authorities,-3.499584,102.892507,Asia,Indonesia,Bengkulu,LUBUK BELIMBING 1,Exact,11/04/2018,25/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1000,,,,,,
237455,National authorities,-3.843129,119.872016,Asia,Indonesia,Sulawesi Selatan,BULO,Exact,26/02/2018,25/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,182,,,,,,
237454,National authorities,-4.055782,119.780416,Asia,Indonesia,Sulawesi Selatan,CORAWALI,Exact,06/02/2018,25/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1016,,,,,,
237453,National authorities,-4.055782,119.780416,Asia,Indonesia,Sulawesi Selatan,CORAWALI,Exact,05/02/2018,25/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,2003,,,,,,
237452,National authorities,-5.35057,104.982834,Asia,Indonesia,Lampung,PRINGSEWU SELATAN,Exact,03/02/2018,25/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, quail",,,10000,,,,,,
237438,OIE,55.3156,11.7539,Europe,Denmark,Storstroem,Herlufmagle,Exact,27/03/2018,22/06/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",1,,,1,,,,,
237406,OIE,52.545726,45.68419,Europe,Russian Federation,Penzenskaya Oblast,Kozlovka,Exact,19/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",87,60,60,27,,,,,
237405,OIE,52.453036,43.66877,Europe,Russian Federation,Penzenskaya Oblast,AO Pticefabrika Vasilevskaya,Exact,19/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",291000,3000,3000,,,,,,
237404,OIE,52.616695,45.802102,Europe,Russian Federation,Penzenskaya Oblast,Lopatino,Exact,19/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",24,14,14,10,,,,,
237403,OIE,52.416882,35.551828,Europe,Russian Federation,Kurskaya Oblast,Gromova Dubrava,Exact,18/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",59,3,3,,,,,,
237402,OIE,52.237061,35.383839,Europe,Russian Federation,Kurskaya Oblast,Mihaylovka,Exact,18/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",41,3,3,,,,,,
237401,OIE,52.616655,44.723936,Europe,Russian Federation,Penzenskaya Oblast,OOO PenzaMolInvest,Exact,17/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",125678,11642,11642,,,,,,
237400,OIE,52.699325,44.656223,Europe,Russian Federation,Penzenskaya Oblast,Treskino,Exact,17/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",150,38,38,,,,,,
237399,OIE,52.837277,44.478078,Europe,Russian Federation,Penzenskaya Oblast,Alferovka,Exact,17/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",104,7,7,,,,,,
237398,OIE,52.712119,44.535816,Europe,Russian Federation,Penzenskaya Oblast,Kolyshley,Exact,17/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",47,44,44,3,,,,,
237397,OIE,52.389633,50.467074,Europe,Russian Federation,Samarskaya Oblast,Bolshaya Glushica,Exact,13/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",53,24,24,29,,,,,
237396,OIE,52.297927,50.583365,Europe,Russian Federation,Samarskaya Oblast,Kobzevka,Exact,13/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",111,21,21,90,,,,,
237395,OIE,52.399175,50.763924,Europe,Russian Federation,Samarskaya Oblast,Morsha,Exact,12/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",105,25,25,80,,,,,
237394,OIE,52.116854,50.450736,Europe,Russian Federation,Samarskaya Oblast,Penzeno,Exact,10/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",236,92,92,144,,,,,
237393,OIE,51.835187,37.748969,Europe,Russian Federation,Kurskaya Oblast,Vtoraya Vasilevka,Exact,08/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",50,20,15,,,,,,
237392,OIE,53.4839,50.014517,Europe,Russian Federation,Samarskaya Oblast,Kurumoch,Exact,08/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",2901,12,2,2899,,,,,
237391,OIE,52.489669,50.327844,Europe,Russian Federation,Samarskaya Oblast,Bolshaya Dergunovka,Exact,07/06/2018,20/06/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",52,37,37,15,,,,,
237312,EC,43.5283,27.7672,Europe,Bulgaria,Dobrich,Donchevo village,Exact,12/06/2018,13/06/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",13820,1715,1715,12105,,,0,,
237297,National authorities,54.4652,-6.3222,Europe,U.K. of Great Britain and Northern Ireland,Northern Ireland,Lurgan Park,Exact,14/06/2018,15/06/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, greylag goose",,1,1,,,,0,,
237105,OIE,43.4975,27.8567,Europe,Bulgaria,Dobrich,Stefanovo,Exact,25/04/2018,10/06/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",21071,5365,5365,15706,,,0,,
237104,OIE,42.2714,24.9414,Europe,Bulgaria,Plovdiv,Plovdiv,Exact,24/04/2018,10/06/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",9450,139,139,9311,,,0,,
237103,OIE,41.8606,25.6264,Europe,Bulgaria,Haskovo,Malevo,Exact,19/04/2018,10/06/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",2000,39,39,1961,,,0,,
237102,OIE,42.2244,24.8606,Europe,Bulgaria,Plovdiv,Plovdiv,Exact,17/04/2018,10/06/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",720,557,557,163,,,0,,
237101,OIE,24.2795348,91.1185143,Asia,Bangladesh,Dhaka,"Abdullahpur, Austogram",Exact,26/05/2018,11/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic,phasianidae (phasianidae))",,600,600,0,,,0,,
237100,OIE,23.20739,120.2108,Asia,Taiwan (Province of China),Taiwan Sheng,Madou District ,Exact,31/05/2018,11/06/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",5590,,0,5590,,,0,,
237097,OIE,42.0936,24.815,Europe,Bulgaria,Plovdiv,Krumovo,Exact,10/04/2018,10/06/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",5600,15,15,5585,,,,,
237089,OIE,-26.3,28.2,Africa,South Africa,Gauteng,HPAI_H5N8_2017_190,Exact,06/06/2018,08/06/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",30241,95,95,0,0,,,,
237084,OIE,27.60447,85.37749,Asia,Nepal,Central,Godawari municipality,Exact,04/06/2018,08/06/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6000,1340,1340,4660,,,,,
237075,OIE,23.677665,120.265872,Asia,Taiwan (Province of China),Taiwan Sheng,Madou District,Exact,16/05/2018,28/05/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",1050,289,289,761,,,0,,
237074,OIE,23.677665,120.265872,Asia,Taiwan (Province of China),Taiwan Sheng,DongshiTownship,Exact,15/05/2018,28/05/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",17727,1348,1348,16379,,,0,,
237073,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,14/05/2018,28/05/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",90,,,90,,,,,
237072,National authorities,56.36,8.6,Europe,Denmark,Ringkoebing,Holstebro,Unknown,07/05/2018,01/06/2018,Confirmed,Influenza - Avian,H5 LPAI,"domestic, duck",20900,,,20900,,,0,0,0
237051,OIE,41.286,122.684,Asia,China,Liaoning Sheng," Liaozhong District, Shenyang ",Exact,22/05/2018,06/06/2018,Confirmed,Influenza - Avian,H7N9 HPAI,"domestic, chicken",17000,11000,9000,8000,,,0,,
237040,OIE,23.68873,120.26785,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi District,Exact,31/05/2018,04/06/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",13416,321,321,13095,,,0,,
237039,OIE,23.99186,120.36518,Asia,Taiwan (Province of China),Taiwan Sheng,Fangyuan Township,Exact,29/05/2018,04/06/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",2505,,0,2505,,,,,
237038,OIE,58.82476,16.887975,Europe,Sweden,Soedermanlands Laen,Tista slott,Exact,06/04/2018,05/06/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,,,
237037,OIE,24.196053,47.529111,Asia,Saudi Arabia,Riyad,ALkharj,Exact,14/04/2018,05/06/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",300000,700,700,299300,,,0,,
237036,OIE,23.804123,47.193726,Asia,Saudi Arabia,Riyad,Aldalem,Exact,11/04/2018,05/06/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",182390,90000,1200,181190,,,0,,
237035,OIE,24.083256,47.339437,Asia,Saudi Arabia,Riyad,AlKharj ,Exact,09/04/2018,05/06/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",99850,200,200,99650,,,,,
237012,OIE,-34.0,24.9,Africa,South Africa,Eastern Cape,HPAI_H5N8_2017_189,Exact,03/05/2018,31/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,cape cormorant (phalacrocorax capensis), wild, swift tern (thalasseus bergii), wild, african black oystercatcher (haematopus moquini))",,3,3,,,,0,,
237002,OIE,56.66942,16.321785,Europe,Sweden,Kalmar Laen,Björnö,Centroid Locality,06/05/2018,25/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,,,
236989,OIE,19.32326,-70.54877,Americas,Dominican Republic,La Vega,La Vega,Exact,02/05/2018,28/05/2018,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",22965,46,46,22919,0,,0,,
236976,EC,43.494444,27.856944,Europe,Bulgaria,Dobrich,Stefanovo Village,Exact,23/05/2018,25/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",21071,,5365,21071,,,,,
236962,OIE,27.75128,85.30257,Asia,Nepal,Central,Tarkeshwor municipality-6,Exact,20/05/2018,27/05/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",5633,270,240,5393,,,0,,
236961,OIE,55.635903,13.109859,Europe,Sweden,Skaane Laen,Arlöv,Exact,23/05/2018,24/05/2018,Confirmed,Influenza - Avian,H5 LPAI,"domestic, unspecified bird",8600,0,0,0,0,,,,
236942,OIE,23.177,120.241,Asia,Taiwan (Province of China),Taiwan Sheng,Madou District,Unknown,16/05/2018,19/05/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",,,,,,,0,,
236941,OIE,23.77,120.23,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Townships,Unknown,07/05/2018,19/05/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",,,,,,,0,,
236940,OIE,24.26,120.82,Asia,Taiwan (Province of China),Taiwan Sheng,"Yunlin Country, Dongshi",Unknown,15/05/2018,19/05/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",,,,,,,0,,
236793,OIE,27.60725,84.58228,Asia,Nepal,Central,Khairehani-9,Exact,03/05/2018,18/05/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1500,1500,1500,,,,,,
236778,OIE,23.59375,120.20606,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,03/05/2018,15/05/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",2369,90,90,2279,,,,,
236703,OIE,-34.0,18.5,Africa,South Africa,Western Cape,HPAI_H5N8_2017_185,Centroid Locality,12/04/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,hartlaub's gull (chroicocephalus hartlaubii))",,1,1,,,,,,
236702,OIE,-25.4,30.8,Africa,South Africa,Mpumalanga,HPAI_H5N8_2017_176,Exact,09/04/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"captive, swan",40,1,1,,,,,,
236701,OIE,-34.0,18.5,Africa,South Africa,Western Cape,HPAI_H5N8_2017_186,Centroid Locality,08/04/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,hartlaub's gull (chroicocephalus hartlaubii))",,2,,2,,,,,
236700,OIE,-32.99,17.94,Africa,South Africa,Western Cape,HPAI_H5N8_2017_178,Centroid Locality,05/04/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,1,,1,,,,,
236699,OIE,-33.9,18.5,Africa,South Africa,Western Cape,HPAI_H5N8_2017_187,Exact,28/03/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,hartlaub's gull (chroicocephalus hartlaubii))",,1,,1,,,,,
236698,OIE,-33.0,19.0,Africa,South Africa,Western Cape,HPAI_H5N8_2017_183,Exact,25/03/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,1,,1,,,,,
236697,OIE,-34.0,18.5,Africa,South Africa,Western Cape,HPAI_H5N8_2017_180,Centroid Locality,20/03/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,1778,1728,50,,,,,
236696,OIE,-34.0,18.4,Africa,South Africa,Western Cape,HPAI_H5N8_2017_181,Exact,18/03/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,cape cormorant (phalacrocorax capensis))",,2,2,,,,,,
236695,OIE,-34.2,24.8,Africa,South Africa,Eastern Cape,HPAI_H5N8_2017_179,Exact,12/03/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,1,,1,,,,,
236694,OIE,-34.0,18.8,Africa,South Africa,Western Cape,HPAI_H5N8_2017_182,Exact,12/03/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,common tern (sterna hirundo))",,1,,1,,,,,
236693,OIE,-33.0,18.0,Africa,South Africa,Western Cape,HPAI_H5N8_2017_184,Exact,07/03/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,4177,4177,,,,,,
236692,OIE,56.1813,10.1717,Europe,Denmark,Aarhus,Aarhus ,Exact,15/04/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
236691,OIE,55.0411,9.8429,Europe,Denmark,Soenderjylland,Svenstrup ,Exact,15/04/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
236690,OIE,55.0959,10.2596,Europe,Denmark,Fyn,Faaborg,Exact,11/04/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,mute swan (cygnus olor))",,1,1,,,,0,,
236689,OIE,55.3285,12.0114,Europe,Denmark,Vestsjaelland,Freerslev ,Exact,11/04/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
236688,OIE,56.3587,10.0414,Europe,Denmark,Aarhus,Hadsten ,Exact,09/04/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
236687,OIE,57.215,9.8385,Europe,Denmark,Nordjylland,Tylstrup,Exact,08/04/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
236686,OIE,55.2077,11.3848,Europe,Denmark,Vestsjaelland,Basnæs Skov,Exact,03/04/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
236685,OIE,55.5687,11.194,Europe,Denmark,Vestsjaelland,Ågerup  ,Exact,02/04/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,2,2,,,,0,,
236684,OIE,55.2015,11.4438,Europe,Denmark,Vestsjaelland,Glænø ,Exact,02/04/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
236683,OIE,55.5995,12.5247,Europe,Denmark,Koebenhavn,Kalvebod Fælled,Exact,01/04/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
236682,OIE,56.9992,9.6639,Europe,Denmark,Nordjylland,Binderup Mølle,Exact,28/03/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,hooded crow (corvus cornix))",,1,1,,,,0,,
236681,OIE,55.692,11.9,Europe,Denmark,Roskilde,Veterskov ,Exact,27/03/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
236680,OIE,55.2122,11.4735,Europe,Denmark,Vestsjaelland,Rude Skov ,Exact,27/03/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
236679,OIE,54.7606,11.5628,Europe,Denmark,Storstroem,Maribo,Exact,27/03/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,mute swan (cygnus olor))",,1,1,,,,0,,
236678,OIE,55.2594,11.3006,Europe,Denmark,Vestsjaelland,Skælskør ,Exact,26/03/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,herring gull,wild,black headed gull (chroicocephalus ridibundus), wild, great cormorant (phalacrocorax carbo))",,3,3,,,,0,,
236677,OIE,54.6369,11.9475,Europe,Denmark,Storstroem,Bøtø Plantage ,Centroid Locality,13/02/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
236676,OIE,56.9976,9.6614,Europe,Denmark,Nordjylland,Nibe,Exact,25/03/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo), wild, hooded crow (corvus cornix))",,2,2,,,,0,,
236675,OIE,57.0587,10.0764,Europe,Denmark,Nordjylland,Vester Hassing ,Exact,24/03/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
236674,OIE,55.1034,14.7286,Europe,Denmark,Bornholm,Rønne ,Centroid Locality,24/03/2018,15/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
236670,OIE,-33.5,21.9,Africa,South Africa,Western Cape,HPAI_H5N8_2017_188,Exact,05/04/2018,14/05/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, ostrich",3700,29,0,0,,,0,,
236512,OIE,56.412536,16.009968,Europe,Sweden,Kalmar Laen,Torsås ,Exact,26/04/2018,09/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
236511,OIE,56.116064,14.339238,Europe,Sweden,Skaane Laen,Bjärnön ,Exact,19/04/2018,09/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,4,4,,,,0,,
236509,OIE,60.431227655,22.126117818,Europe,Finland,Western Finland,Turku,Exact,27/04/2018,09/05/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
236441,National authorities,36.15,106.138,Asia,China,Ningxia Huizu Zizhiqu,Guyuan City,Unknown,25/04/2018,07/05/2018,Confirmed,Influenza - Avian,H7N9 HPAI,"domestic, chicken",86000,3000,2210,83790,,,0,,
236313,OIE,52.18,8.86,Europe,Germany,Nordrhein-Westfalen,Vlotho ,Exact,28/04/2018,30/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
236312,National authorities,56.4656,8.7109,Europe,Denmark,Ringkoebing,Handbjerg,Unknown,,06/05/2018,Confirmed,Influenza - Avian,H5 LPAI,"domestic, duck",20900,,,20900,,,0,,
236271,National authorities,42.28,24.733,Europe,Bulgaria,Plovdiv,Graf Ignatievo,Unknown,,02/05/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, duck",,2100,,2100,,,0,,
236270,National authorities,42.384672,25.025119,Europe,Bulgaria,Plovdiv,Brezovo,Centroid Admin2,,02/05/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, duck",,2200,,2200,,,0,,
236269,National authorities,42.31,24.89,Europe,Bulgaria,Plovdiv,Momino selo,Unknown,,02/05/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, duck",,350,,350,,,0,,
236268,National authorities,42.224827,25.041204,Europe,Bulgaria,Plovdiv,Rakovski,Centroid Admin2,,02/05/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, duck",,4800,,4800,,,0,,
236267,OIE,-33.8,18.5,Africa,South Africa,Western Cape,HPAI_H5N8_2017_141,Exact,01/02/2018,21/02/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,1,0,1,,,0,,
236266,OIE,-34.3,18.85,Africa,South Africa,Western Cape,"HPAI_H5N8_2017_143, Overstrand",Exact,31/01/2018,21/02/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,1,1,,,,0,,
236265,OIE,-32.0,18.3,Africa,South Africa,Western Cape,"HPAI_H5N8_2017_142, Cederberg",Exact,31/01/2018,21/02/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,1,1,,,,0,,
236264,OIE,-34.1,18.4,Africa,South Africa,Western Cape,HPAI_H5N8_2017_147,Exact,29/01/2018,21/02/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,jackass penguin spheniscus demersus,wild,swift tern (thalasseus bergii))",,3,3,,,,0,,
236263,OIE,-34.1,18.4,Africa,South Africa,Western Cape,HPAI_H5N8_2017_148,Exact,29/01/2018,21/02/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,jackass penguin spheniscus demersus,wild,grey headed gull (chroicocephalus cirrocephalus))",,2,1,0,0,,0,,
236262,OIE,-34.1,18.82,Africa,South Africa,Western Cape,HPAI_H5N8_2017_145,Exact,24/01/2018,21/02/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, jackass penguin spheniscus demersus",,1,0,1,,,0,,
236261,OIE,-34.1,18.4,Africa,South Africa,Western Cape,HPAI_H5N8_2017_144,Exact,22/01/2018,21/02/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,jackass penguin spheniscus demersus,wild,swift tern (thalasseus bergii))",,3,3,,,,0,,
236260,OIE,-34.0,18.7,Africa,South Africa,Western Cape,HPAI_H5N8_2017_146,Exact,13/01/2018,21/02/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,jackass penguin spheniscus demersus,wild,sandwich tern,wild,swift tern (thalasseus bergii))",,3,3,,,,0,,
236259,OIE,-33.7,25.8,Africa,South Africa,Eastern Cape,HPAI_H5N8_2017_140,Exact,08/01/2018,21/02/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,jackass penguin spheniscus demersus,wild,swift tern (thalasseus bergii))",,2,2,,,,0,,
236249,National authorities,24.1,47.31,Asia,Saudi Arabia,Riyad,Al-Kharj,Unknown,,10/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
236232,OIE,25.378835,46.178477,Asia,Saudi Arabia,Riyad,Thadiq,Unknown,21/02/2018,29/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",135000,5000,750,134250,,,0,,
236220,OIE,23.71524,120.28428,Asia,Taiwan (Province of China),Taiwan Sheng,BaozhongTownship,Exact,20/04/2018,01/05/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",2390,545,545,1845,,,0,,
236219,OIE,22.569,120.49558333,Asia,Taiwan (Province of China),Taiwan Sheng,Zhutian Township,Exact,17/04/2018,01/05/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",3814,,,3814,,,0,,
236210,OIE,52.49,8.25,Europe,Germany,Niedersachsen,Damme,Exact,28/04/2018,30/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, stork",,1,1,,,,,,
236203,OIE,23.722773,120.240025,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,10/04/2018,27/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",4984,,4984,,,,,,
236137,OIE,56.201169,14.772661,Europe,Sweden,Blekinge Laen,Mörrum,Exact,09/04/2018,26/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, goshawk",,1,1,,,,0,,
236136,OIE,56.067342,14.479502,Europe,Sweden,Skaane Laen,Bromölla,Exact,09/04/2018,26/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
